"value","age","MP","X90s","Goals","Shots","SoT","SoT.","G.Sh","G.SoT","ShoDist","ShoFK","ShoPK","PasTotCmp.","PasTotPrgDist","PasShoCmp","PasShoCmp.","PasMedAtt","PasMedCmp.","PasLonCmp","PasLonAtt","PasLonCmp.","Assists","PasAss","Pas3rd","PPA","CrsPA","PasProg","PasDead","PasFK","TB","Sw","PasCrs","TI","CK","CkIn","CkStr","PasOff","PasBlocks","SCA","ScaPassLive","ScaPassDead","ScaDrib","ScaSh","ScaFld","ScaDef","GCA","GcaPassLive","GcaPassDead","GcaDrib","GcaSh","GcaFld","GcaDef","Tkl","TklWon","TklDef3rd","TklMid3rd","TklAtt3rd","TklDri","TklDriAtt","TklDri.","TklDriPast","Blocks","BlkSh","Int","Clr","Err","Touches","TouDefPen","TouDef3rd","TouMid3rd","TouAtt3rd","TouAttPen","ToAtt","ToSuc","ToSuc.","ToTkl","ToTkl.","Carries","CarTotDist","CarProg","Car3rd","CPA","CarMis","CarDis","Rec","RecProg","CrdY","CrdR","X2CrdY","Fls","Fld","Off","PKwon","PKcon","OG","Recov","AerWon","AerLost","AerWon.","G.MP"
8,28,14,10.7,2,1.21,0.56,46.2,0.15,0.33,26.5,0.19,0,85.7,404.2,28.5,91.3,29,91.3,7.76,11.2,69.2,0,1.59,7.85,1.12,0.09,8.69,5.98,3.46,0.19,1.21,3.27,0.09,2.43,0.75,0,0.19,0.75,3.46,1.96,1.12,0,0.09,0.19,0.09,0.37,0.28,0,0,0,0.09,0,3.46,2.24,2.06,1.12,0.28,1.59,2.99,53.1,1.4,1.12,0.19,1.21,0.28,0,85.1,1.5,17.3,51.5,17,0.37,1.78,0.47,26.3,0.75,42.1,53,260.9,1.59,1.68,0.09,1.78,0.93,64.2,1.21,0.47,0,0,1.12,2.99,0,0.09,0,0,6.54,0.65,0.47,58.3,0.186915887850467
4.5,26,18,14,4,1.29,0.36,27.8,0.22,0.8,18.6,0,0,70.7,111.4,9.5,77.8,11.4,78.6,2.43,3.79,64.2,0,0.71,2.5,0.5,0,4,1.64,0.43,0.07,0.36,0.36,0,0.21,0.07,0,0.07,1.14,2.07,1.36,0.07,0.29,0.14,0.14,0.07,0,0,0,0,0,0,0,2.57,1.21,0.64,1.57,0.36,0.93,1.71,54.2,0.79,2.29,0.64,1.21,1.36,0,45,1.64,8.86,26.6,10.4,1.64,3.36,1.57,46.8,1.5,44.7,21.7,119.5,1.64,1.29,0.14,1.64,1.21,22.5,2.07,0.29,0,0,1.29,1.43,0.07,0,0,0,6.29,1.64,1,62.2,0.285714285714286
35,25,21,20.4,6,1.81,0.74,40.5,0.11,0.27,22.8,0.25,0.1,74.5,307.2,16.7,86.7,22.1,80,5.15,10.7,47.9,0.15,1.72,5.05,1.67,0.39,6.08,4.75,1.76,0.2,0.74,4.51,0.83,2.01,0.74,0,0.15,0.93,3.87,2.65,0.74,0,0.39,0.1,0,0.64,0.39,0.15,0,0.1,0,0,1.42,0.78,0.44,0.78,0.2,0.93,1.62,57.6,0.69,1.27,0.2,0.78,1.42,0.05,65.9,3.48,16.9,29.2,20.5,1.96,1.52,0.69,45.2,0.78,51.6,36.4,177.4,1.76,1.81,0.29,1.47,0.88,44.6,3.19,0.25,0,0,1.32,0.74,0.05,0,0,0,6.03,1.03,0.59,63.6,0.294117647058824
14,23,13,7.2,0,2.08,1.11,53.3,0,0,20.1,0,0,80.2,177.2,18.9,86.1,16.7,85.8,2.64,4.17,63.3,0.28,1.11,2.64,1.81,0.83,3.06,4.31,0.42,0,0.28,2.5,3.75,0.14,0,0,0.42,1.53,2.92,2.36,0,0.14,0.28,0.14,0,0.42,0.28,0,0,0.14,0,0,1.25,0.69,0.28,0.83,0.14,0.56,1.25,44.4,0.69,1.11,0,1.25,0.56,0,57.1,0.83,9.44,25,23.1,2.92,1.94,0.83,42.9,0.69,35.7,43.2,283.8,2.92,2.36,1.11,1.94,0.83,41.7,8.89,0.14,0,0,0.97,0.83,0.28,0,0,0,3.89,0.69,1.39,33.3,0
15,20,13,8.5,4,1.41,0.82,58.3,0.33,0.57,18.9,0,0,83,107.2,16,89.5,12,90.2,1.29,2.47,52.4,0,1.65,2.24,1.29,0,4.59,2.12,0.24,0.24,0.12,0.71,0,0,0,0,0.12,1.06,3.53,2.82,0.12,0,0.35,0.24,0,0.24,0.24,0,0,0,0,0,1.76,0.82,0.59,1.06,0.12,0.59,1.18,50,0.59,0.82,0,0.12,0.24,0,45.8,0.35,7.06,22.6,16.7,2,1.65,0.35,21.4,0.94,57.1,29.8,187.4,3.41,3.18,0.82,1.88,0.71,32.7,4.94,0,0,0,0.82,1.53,0,0,0,0,3.18,0.24,0.35,40,0.470588235294118
14,24,13,6.4,1,1.56,0.47,30,0.1,0.33,17.7,0,0,75.4,108.6,12.2,78.8,12.8,86.6,2.66,4.53,58.6,0,0.63,2.34,0.63,0.16,2.81,0.78,0.63,0,0,0.31,0,0,0,0,0,1.09,2.81,2.03,0,0.16,0.31,0.16,0.16,0.31,0.31,0,0,0,0,0,2.19,1.09,0.47,1.41,0.31,0.94,1.56,60,0.63,0.94,0.31,1.09,1.25,0,44.1,1.41,9.22,23.9,10.9,1.72,0.63,0.31,50,0.31,50,17.3,91.4,1.09,1.25,0,1.25,0.47,26.3,2.66,0.31,0,0,3.75,0.63,0,0,0,0,4.84,1.41,1.72,45,0.15625
5,18,2,0.1,0,0,0,0,0,0,0,0,0,62.5,90,20,100,40,50,10,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,90,0,10,50,30,0,0,0,0,0,0,70,990,10,0,0,0,0,60,10,0,0,0,0,10,0,0,0,0,20,0,0,0,0
5,27,15,11.8,0,0.59,0.17,28.6,0,0,14,0,0,75.4,271.9,22.3,88.6,21.6,76.1,4.07,8.39,48.5,0.17,1.86,3.14,1.36,0.68,4.92,14.2,1.69,0,0.08,5.51,9.75,2.8,0.76,0.08,0.17,1.36,3.56,2.12,1.1,0.17,0.17,0,0,0.25,0.17,0.08,0,0,0,0,0.85,0.42,0.59,0,0.25,0.51,0.68,75,0.17,0.93,0.17,0.17,1.53,0,66.5,2.46,12.6,27.1,27.5,1.86,2.2,1.02,46.2,0.76,34.6,32.3,164,3.22,1.78,0.68,1.27,0.34,38.5,5.93,0.34,0,0,0.93,0.25,0.08,0,0.08,0,6.19,0.85,0.85,50,0
7,28,21,20.1,0,1.09,0.25,22.7,0,0,24.8,0,0,82.6,247.4,18.1,85.4,20.3,88.5,5.17,7.36,70.3,0,0.45,4.83,0.3,0.1,5.32,1.94,1.49,0,0.7,0.8,0.25,0,0,0,0.2,0.9,1.49,1.19,0.05,0,0.15,0.1,0,0.15,0.1,0,0,0,0.05,0,2.59,1.39,1.24,1.04,0.3,1.14,2.34,48.9,1.19,1.49,0.4,1.34,1.39,0,63.4,3.28,18.1,37.4,8.51,0.4,0.8,0.25,31.3,0.45,56.3,36.3,181.2,1.49,1.04,0,1.24,1.09,37.3,1.14,0.2,0,0,1.14,1.24,0,0,0,0,9.4,0.7,0.8,46.7,0
20,25,15,11.7,1,0.68,0.34,50,0.13,0.25,10.1,0,0,80.4,129.6,15,84.5,12.6,85,2.39,3.25,73.7,0.09,0.68,1.97,0.51,0.34,3.33,2.31,0.26,0.09,0.17,1.28,2.05,0,0,0,0.17,0.6,1.45,1.28,0,0,0.17,0,0,0.09,0.09,0,0,0,0,0,1.2,0.43,0.26,0.77,0.17,0.43,0.68,62.5,0.26,1.28,0.34,0.94,1.28,0.09,45,2.14,9.83,21.4,14,1.88,0.68,0.43,62.5,0.26,37.5,19.7,100.1,1.62,0.94,0.17,1.71,1.03,29.8,4.62,0,0,0,1.11,0.6,0.26,0,0,0,3.68,1.03,1.37,42.9,0.0854700854700855
8,23,4,1.3,0,1.54,1.54,100,0,0,18.5,0,0,63.3,166.2,14.6,79.2,13.8,66.7,3.85,8.46,45.5,0,0.77,3.08,1.54,0,6.15,1.54,0.77,0,0.77,3.08,0.77,0,0,0,0,3.08,0.77,0.77,0,0,0,0,0,0,0,0,0,0,0,0,4.62,2.31,1.54,3.08,0,1.54,1.54,100,0,1.54,0,0.77,0.77,0,60,0.77,8.46,29.2,24.6,0.77,0.77,0.77,100,0,0,33.8,217.7,3.85,3.08,0,1.54,1.54,44.6,5.38,0.77,0,0,2.31,0.77,0,0,0,0,3.85,0,2.31,0,0
4.5,25,7,3.3,0,2.12,0,0,0,0,15.9,0,0,81.9,113.9,16.7,87.3,10.6,88.6,2.12,3.64,58.3,0,1.82,2.42,1.52,0.61,3.33,1.21,0.91,0,0.3,2.12,0.3,0,0,0,0.3,0.61,2.12,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.3,0,0.91,0,0,1.21,0,1.21,1.52,0,0.3,0.91,0,45.5,1.21,5.45,23.9,16.1,3.33,0.91,0.3,33.3,0.61,66.7,28.2,97.3,0.91,1.21,0.3,1.82,1.82,29.1,5.15,0.61,0,0,2.42,0.91,0,0,0,0,6.06,0.91,1.21,42.9,0
10,26,2,1.2,0,0.83,0,0,0,0,11.3,0,0,73.2,159.2,10,85.7,15,83.3,1.67,4.17,40,0,0.83,5,2.5,0,4.17,1.67,0,0,0,0.83,0.83,0,0,0,0,1.67,2.5,0.83,0,0,0.83,0.83,0,0.83,0,0,0,0,0.83,0,0.83,0.83,0,0.83,0,0.83,2.5,33.3,1.67,1.67,0.83,2.5,0,0,41.7,1.67,7.5,25.8,10.8,0.83,2.5,0.83,33.3,1.67,66.7,31.7,130,0.83,0.83,0,0.83,1.67,26.7,2.5,0.83,0,0,1.67,4.17,0,0,0,0,8.33,0.83,1.67,33.3,0
10,25,15,12.2,0,1.23,0.08,6.7,0,0,21.3,0,0,67.4,127.5,8.69,71.6,12.5,78.3,2.13,4.43,48.1,0,0.33,2.46,0.16,0,3.44,0.57,0.49,0.16,0.16,0.41,0,0,0,0,0.25,1.07,2.05,1.64,0,0,0.16,0.16,0.08,0.08,0.08,0,0,0,0,0,1.8,1.07,0.57,1.15,0.08,0.82,1.39,58.8,0.57,1.97,0.25,0.98,2.38,0,42.4,2.87,12.1,23.1,7.54,0.9,1.07,0.41,38.5,0.57,53.8,19.8,100.2,1.39,1.07,0,0.9,0.49,21.1,1.56,0.08,0,0,0.74,0.57,0.16,0,0,0,6.39,1.48,2.21,40,0
17,25,18,6.9,1,1.45,0.29,20,0.1,0.5,22.5,0,0,82.9,232.3,20,85.2,21.9,90.1,3.62,5.94,61,0.14,0.72,5.22,1.01,0,4.93,1.3,0.72,0.14,0,0.43,0.58,0,0,0,0.43,0.29,2.03,1.74,0,0,0.29,0,0,0.87,0.72,0,0,0.14,0,0,1.59,0.87,0.72,0.87,0,0.58,1.74,33.3,1.16,1.74,0.58,1.16,1.16,0,63.3,2.17,14.8,38.8,9.86,0.43,0.29,0.14,50,0,0,37.4,161.3,0.43,0.43,0,1.01,1.01,42.9,0.43,0.29,0,0,1.59,0.58,0,0,0.14,0,6.96,1.45,2.32,38.5,0.144927536231884
4,24,13,8.4,0,0.71,0.12,16.7,0,0,22.6,0,0,73.3,64.5,10.2,82.7,9.64,81.5,0.83,2.5,33.3,0,0.36,2.5,0.24,0.12,2.62,1.31,0.24,0.12,0,0.83,0.12,0,0,0,0,1.31,1.19,0.95,0,0,0,0.24,0,0.24,0.12,0,0,0,0.12,0,2.38,0.95,0.83,1.43,0.12,0.71,1.55,46.2,0.83,1.31,0.24,0.48,1.31,0,40,1.43,9.52,18.9,12.9,1.55,3.45,0.83,24.1,1.67,48.3,20.1,114.6,1.67,1.31,0.48,2.26,1.43,21.4,2.02,0,0,0,1.43,1.67,0.12,0,0,0,6.55,1.07,1.67,39.1,0
7.5,22,13,4.6,0,0.65,0.22,33.3,0,0,24.6,0,0,75.5,167.8,20.9,84.2,15.7,81.9,3.26,5.43,60,0.22,0.65,2.83,0.87,0,4.35,1.3,0.65,0.22,0.65,1.09,0.65,0,0,0,0.43,1.3,2.17,1.96,0.22,0,0,0,0,0.65,0.65,0,0,0,0,0,3.04,1.74,0.65,1.96,0.43,1.3,1.52,85.7,0.22,1.52,0.43,1.52,0.87,0,62.6,1.09,13.5,35.7,13.7,0.87,0.43,0,0,0.22,50,29.3,121.5,0.87,0.87,0,1.52,1.74,35,2.61,0,0,0,1.52,0.43,0,0,0,0,6.52,2.17,0.87,71.4,0
8,21,14,9.5,1,1.16,0.53,45.5,0.09,0.2,20.3,0,0,63.7,194.6,14.9,77.2,17.4,66.1,1.47,3.89,37.8,0,0.32,1.79,0.84,0.32,2.53,10.6,0.53,0,0,1.47,10.1,0,0,0,0.11,2.11,1.47,1.05,0,0,0,0.42,0,0.32,0.11,0,0,0,0.21,0,2.11,1.37,1.26,0.63,0.21,1.05,2.32,45.5,1.26,1.58,0.11,1.05,2.11,0,59.8,2.63,20.2,25.4,16.3,2.63,4.63,1.58,34.1,2.53,54.5,27.5,196.3,3.47,1.89,1.05,2.53,0.63,29.3,4.11,0,0,0,0.84,1.26,0.11,0.11,0,0,6.53,0.42,1.26,25,0.105263157894737
15,24,18,13.4,1,1.57,0.52,33.3,0.05,0.14,21.7,0.15,0,67.4,149.9,14,76,12.7,71.8,2.24,4.7,47.6,0.22,1.42,2.84,0.67,0.07,5.22,2.46,1.12,0.37,0.3,2.46,0.15,1.19,0.97,0,0.22,1.42,2.54,1.64,0.52,0.07,0,0.22,0.07,0.3,0.15,0.07,0.07,0,0,0,1.27,1.04,0.67,0.52,0.07,0.67,1.27,52.9,0.6,1.42,0.15,1.72,1.27,0,52.5,1.57,8.58,28.6,16.3,2.76,2.24,0.9,40,1.04,46.7,24.7,135.2,1.79,1.19,0.37,2.16,0.67,29,3.21,0.3,0,0,1.19,1.49,0.15,0,0,0,8.21,3.13,0.97,76.4,0.0746268656716418
7.5,20,5,4.7,0,0.85,0.21,25,0,0,25,0,0,71.4,243,13.2,84.9,13.8,76.9,4.68,7.87,59.5,0.43,2.55,5.32,0.85,0.21,6.17,5.11,2.13,0.21,0.21,4.68,0,2.98,0.43,0,0.21,1.7,4.68,2.13,2.13,0.21,0,0.21,0,0.85,0.43,0.21,0.21,0,0,0,2.34,1.06,1.49,0.64,0.21,1.06,1.49,71.4,0.43,0.85,0.21,1.28,0.21,0,48.1,0.85,8.3,30.9,9.36,0.21,0.85,0.43,50,0.21,25,22.3,106.4,0.85,0.43,0,0.43,0.43,26.2,1.06,0.43,0,0,2.13,1.06,0,0,0,0,5.96,0.64,0.85,42.9,0
4.5,24,16,10.3,1,1.36,0.29,21.4,0.07,0.33,22.8,0.29,0,68.7,126.2,11.9,81.5,11.6,73.1,2.23,4.37,51.1,0,1.36,2.14,0.58,0,3.3,3.79,1.46,0.29,0.1,3.11,0.39,1.65,0.68,0,0.19,1.55,2.43,1.36,0.49,0,0.1,0.19,0.29,0.1,0,0,0,0,0,0.1,1.46,0.87,0.78,0.49,0.19,0.58,0.78,75,0.19,1.26,0,0.58,0.78,0,43.3,0.78,7.96,19.9,15.8,2.04,1.46,0.58,40,0.68,46.7,21.5,125.4,1.36,0.97,0.68,1.75,1.75,25.1,3.69,0.1,0,0,0.97,0.68,0,0,0,0,5.44,0.49,0.87,35.7,0.0970873786407767
8.5,21,7,0.8,0,0,0,0,0,0,0,0,0,58.3,170,12.5,62.5,12.5,70,3.75,10,37.5,0,1.25,1.25,2.5,1.25,2.5,0,0,0,0,3.75,0,0,0,0,0,0,1.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0,1.25,1.25,1.25,2.5,50,1.25,2.5,1.25,0,1.25,0,56.3,0,13.8,28.8,13.8,1.25,2.5,1.25,50,0,0,38.8,212.5,2.5,0,0,1.25,8.75,40,5,0,0,0,2.5,2.5,0,0,0,0,3.75,3.75,2.5,60,0
5,27,17,10.3,0,0.19,0,0,0,0,17.7,0,0,86.2,232.4,19,88.3,24.5,90.5,3.79,5.24,72.2,0,0.78,3.59,0.39,0,3.88,1.75,1.65,0.1,0.39,0,0.1,0,0,0,0.1,0.68,1.55,1.26,0.1,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,3.4,1.84,1.17,1.75,0.49,1.65,2.33,70.8,0.68,1.65,0.39,1.46,2.23,0,65.3,4.76,19.5,40,6.5,0.29,1.07,0.68,63.6,0.29,27.3,28.1,115,0.39,0.29,0,0.87,0.87,38.2,0.49,0.68,0,0,1.26,1.26,0,0,0,0,8.45,2.04,2.14,48.8,0
2,25,11,3.4,0,2.35,0.29,12.5,0,0,21.9,0,0,69,137.9,13.5,79.3,13.2,68.9,1.47,2.35,62.5,0.29,1.18,1.47,1.47,0.29,4.71,1.47,0,0.29,0.29,2.65,1.18,0.29,0,0,0.29,1.18,3.24,1.76,0.29,0.29,0.59,0.29,0,0.29,0.29,0,0,0,0,0,3.53,1.47,2.65,0.29,0.59,0.88,1.76,50,0.88,0.59,0,0.88,1.18,0,51.8,2.35,9.41,19.4,24.4,3.24,4.41,2.06,46.7,2.35,53.3,27.6,222.1,2.65,3.53,0.88,2.65,0.88,29.1,4.41,0,0,0,3.53,0.29,0,0,0,0,7.35,3.24,2.06,61.1,0
18,23,20,17.7,1,1.53,0.28,18.5,0.04,0.2,19,0.11,0,74.9,85.7,13.3,81.9,7.74,76.6,0.9,2.37,38.1,0.11,1.75,1.75,0.45,0.11,3.22,2.88,0.96,0.17,0,2.54,0.23,1.47,0.68,0.06,0,0.85,3.62,2.37,0.56,0.23,0.11,0.28,0.06,0.28,0.17,0,0,0.06,0,0.06,1.64,0.51,0.45,0.9,0.28,0.51,1.47,34.6,0.96,1.69,0.11,0.06,0.28,0.06,44,0.4,4.35,19,21.5,2.49,3.73,1.19,31.8,1.75,47,26.7,136.1,1.53,1.07,0.4,2.6,3.11,30.2,5.65,0.11,0,0,0.62,2.26,0.17,0,0,0,4.86,0.34,1.19,22.2,0.0564971751412429
24,24,20,17.8,5,2.53,0.73,28.9,0.11,0.38,15.8,0,0,68.6,109.6,12.4,78.1,10.8,73.6,1.74,3.2,54.4,0.17,0.9,2.36,1.12,0.11,3.76,2.7,0.39,0.11,0.39,1.12,1.57,0.06,0,0,0.28,1.63,3.6,2.42,0,0.45,0.22,0.45,0.06,0.45,0.28,0,0.06,0.06,0.06,0,1.24,0.62,0.39,0.67,0.17,0.28,1.63,17.2,1.35,2.19,0.28,0.73,0.62,0.06,48.8,1.4,7.53,24.3,17.9,4.21,3.6,1.46,40.6,1.69,46.9,27.7,174.2,2.47,1.85,1.07,2.13,1.18,32.4,5.39,0.22,0,0,2.25,1.69,0.17,0.11,0,0,5.06,1.85,2.3,44.6,0.280898876404494
2.5,32,18,16.2,0,0.31,0,0,0,0,19.9,0,0,81.3,174.9,24,89.2,15.4,83.2,1.67,3.09,54,0,0.68,2.47,0.68,0.12,3.7,2.72,1.54,0.12,0.19,0.68,0.56,0,0,0,0.25,1.73,1.79,1.48,0,0.12,0.06,0.12,0,0.06,0.06,0,0,0,0,0,1.6,1.17,0.86,0.62,0.12,0.99,2.04,48.5,1.05,0.99,0.06,0.43,1.42,0,60.2,2.1,15.2,31.1,14.5,2.41,2.41,0.99,41,1.23,51.3,34.2,142,1.3,1.54,0.37,1.23,1.42,42.7,3.52,0.19,0,0,1.42,0.8,0.25,0,0,0,4.14,0.86,1.05,45.2,0
50,25,13,8.3,2,3.13,1.08,34.6,0.08,0.22,21.6,0,0,75.2,138.3,16.9,84.8,13.5,77.7,1.93,3.61,53.3,0.48,2.53,2.53,2.17,0.12,5.06,2.17,0.84,1.69,0.48,0.96,0,0.84,0.24,0,0.24,1.81,4.7,3.61,0.12,0.36,0.36,0.24,0,1.08,0.48,0,0.24,0.24,0.12,0,1.33,0.84,0.12,0.84,0.36,0.6,0.96,62.5,0.36,1.08,0,0.6,0.36,0,57.1,0.36,5.3,25.4,27.1,4.34,4.1,2.05,50,1.81,44.1,33.3,164.6,2.05,1.81,1.08,3.13,2.41,41.7,6.02,0,0,0,0.96,3.25,0.12,0,0,0,6.51,0.48,1.2,28.6,0.240963855421687
10,26,13,8.5,3,2.12,0.71,33.3,0.17,0.5,21.2,0,0,73.1,105.4,12.2,83.2,10,77.6,2.47,3.88,63.6,0,1.41,2,0.94,0.24,3.29,0.47,0,0.24,0.12,1.76,0,0.12,0.12,0,0.24,1.18,3.53,3.06,0,0.12,0.24,0.12,0,0.47,0.47,0,0,0,0,0,1.65,1.06,0.35,0.94,0.35,0.94,2.24,42.1,1.29,1.06,0,0.71,0.12,0,41.8,0.47,4.94,19.3,18,3.29,1.65,0.59,35.7,0.94,57.1,23.5,117.9,1.29,0.59,0.59,2.12,0.82,27.9,4.24,0.12,0,0,1.18,0.59,0.24,0,0,0,5.88,0.24,0.94,20,0.352941176470588
5,22,12,5.7,3,1.93,0.53,27.3,0.27,1,13.9,0,0,77.8,88.8,14.7,88.4,10.2,81,1.05,1.93,54.5,0.18,0.7,3.33,0.53,0,4.04,0.53,0.18,0,0.18,1.05,0.35,0,0,0,0,1.4,1.58,1.23,0,0,0.18,0.18,0,0.18,0.18,0,0,0,0,0,2.81,1.23,1.23,0.88,0.7,1.4,2.63,53.3,1.23,2.63,0.35,0.53,0.53,0,48.9,1.23,8.25,20.9,20.2,2.98,1.58,0,0,1.58,100,25.4,134,1.23,1.4,0.35,3.16,2.46,27.4,5.61,0.35,0,0,1.58,0.53,0,0,0,0,6.14,1.05,1.4,42.9,0.526315789473684
5,25,17,13.1,1,0.31,0.15,50,0.25,0.5,23.7,0,0,83.3,228.1,15,92.1,17.4,88.6,4.43,6.72,65.9,0.15,2.06,3.74,0.61,0,5.73,5.5,2.6,0.08,0.23,2.52,0.23,2.14,0.31,0.08,0.08,0.99,3.05,2.14,0.76,0.08,0,0,0.08,0.31,0.23,0.08,0,0,0,0,1.76,0.92,0.61,1.07,0.08,0.76,1.45,52.6,0.69,1.22,0.15,0.92,0.46,0.08,50.2,0.99,10,30.5,10.5,0.38,0.53,0.31,57.1,0.23,42.9,27.3,156.6,1.3,0.61,0,0.76,0.46,29.8,1.3,0.38,0,0,1.83,0.69,0.08,0,0,0,5.34,0.46,1.07,30,0.0763358778625954
3,27,2,0.4,0,0,0,0,0,0,0,0,0,85,165,15,85.7,27.5,90.9,0,2.5,0,0,0,5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0,2.5,0,2.5,0,0,0,0,0,57.5,2.5,12.5,37.5,7.5,0,2.5,2.5,100,0,0,22.5,97.5,0,0,0,0,0,32.5,2.5,2.5,0,0,7.5,0,0,0,0,0,7.5,0,0,0,0
3.5,29,17,15.7,2,1.4,0.19,13.6,0.09,0.67,21.4,0,0,72,193.7,16.5,82,18.4,75.8,2.36,5.86,40.2,0,0.57,4.46,0.51,0,5.41,1.59,1.46,0.19,0.32,0.19,0.13,0,0,0,0.19,0.64,2.04,1.53,0,0.06,0.25,0.19,0,0.13,0.06,0,0,0.06,0,0,2.36,1.34,0.7,1.46,0.19,1.02,2.36,43.2,1.34,1.4,0.25,1.34,1.08,0,57.2,2.23,11.7,36.9,9.11,1.15,0.57,0.13,22.2,0.38,66.7,26.2,99,0.38,0.45,0.06,0.51,0.19,30.6,1.34,0.32,0,0,1.4,1.34,0.06,0,0,0,8.15,1.46,1.66,46.9,0.127388535031847
13,28,18,17.7,3,1.07,0.23,21.1,0.16,0.75,15.4,0,0,87,243.7,18.1,89.4,24,91.8,4.35,5.14,84.6,0.06,0.9,3.56,0.51,0.06,5.14,2.2,1.86,0,0.45,0.51,0.34,0,0,0,0.11,0.85,1.92,1.64,0,0,0.17,0,0.11,0.23,0.23,0,0,0,0,0,2.94,1.58,1.07,1.53,0.34,0.9,1.98,45.7,1.07,1.36,0.4,1.81,1.53,0,62.8,3.45,18.2,35.9,9.44,1.58,1.07,0.79,73.7,0.28,26.3,33.1,212.1,1.81,1.19,0.28,0.79,0.62,37.1,1.47,0.17,0,0,1.3,0.4,0.17,0,0,0,8.02,1.36,0.56,70.6,0.169491525423729
3.5,26,19,17.8,0,0.51,0.17,33.3,0,0,28.1,0,0,64.6,134.9,8.76,72.9,13.2,72.3,2.08,4.78,43.5,0,0.34,2.87,0.51,0.06,3.65,1.29,0.79,0.17,0.06,0.84,0.17,0.22,0.17,0,0.22,1.07,1.46,1.12,0,0,0.06,0.28,0,0,0,0,0,0,0,0,1.91,1.29,0.62,0.9,0.39,1.07,2.25,47.5,1.18,1.35,0.45,0.56,1.69,0,42.5,2.42,12.7,23,7.36,0.28,0.67,0.17,25,0.34,50,19.8,104.8,0.67,0.51,0,1.69,0.62,20.6,0.9,0.28,0,0,1.07,2.3,0,0,0,0,5.62,1.57,1.35,53.8,0
7,32,17,8.4,2,0.83,0.36,42.9,0.14,0.33,17.5,0,0.12,81.6,100.1,17.7,86.6,8.93,89.3,1.31,2.26,57.9,0.24,0.71,3.69,1.07,0,4.17,0.83,0.48,0,0.12,1.07,0.24,0.12,0,0,0.12,0.71,2.02,1.67,0,0,0.24,0.12,0,0.36,0.36,0,0,0,0,0,1.19,0.83,0.12,0.6,0.48,0.48,1.43,33.3,0.95,1.79,0,0.12,0.36,0,44.2,0.12,3.21,24.6,16.7,1.67,1.67,0.83,50,0.83,50,28.5,134.8,1.79,1.07,0.24,1.43,0.6,32,4.52,0.24,0,0,1.19,1.07,0.24,0,0,0,2.86,0.95,0.95,50,0.238095238095238
14,29,14,8.1,0,0.62,0,0,0,0,17.3,0,0,89.1,272.1,22,91.8,26.7,94.9,5.56,7.78,71.4,0,0.62,4.44,0,0,3.83,1.48,1.11,0,0.49,0,0.25,0,0,0,0.12,0.49,1.36,1.36,0,0,0,0,0,0,0,0,0,0,0,0,3.33,1.98,0.86,2.1,0.37,1.11,2.1,52.9,0.99,0.86,0.12,1.23,2.22,0,74.2,4.2,22.6,43.6,8.4,0.86,1.11,0.37,33.3,0.62,55.6,44.3,226.2,1.11,0.62,0.12,0.99,0.25,49.6,0.62,0.49,0,0,1.85,0.99,0,0,0,0,8.02,1.23,0.74,62.5,0
20,21,11,3.9,0,1.54,0.77,50,0,0,18.1,0.26,0,79.2,111.5,15.9,86.1,13.8,81.5,1.03,2.31,44.4,0,0.77,2.56,1.03,0,3.08,2.05,0.77,0.26,0,2.31,0.26,1.03,0.51,0,0.26,1.28,3.59,2.05,0.51,0.26,0,0.26,0.51,0.26,0.26,0,0,0,0,0,2.56,1.79,1.28,0.77,0.51,1.03,1.79,57.1,0.77,3.33,0.51,2.31,1.03,0,55.4,2.05,12.3,26.7,17.7,3.59,4.1,1.03,25,2.31,56.3,24.9,172.6,2.31,1.79,0.77,2.31,1.28,33.8,4.36,0.51,0,0,1.28,1.28,0,0,0,0,5.13,0.51,2.31,18.2,0
9,21,16,11.4,0,1.05,0.26,25,0,0,21.1,0,0,78.6,119.9,13.7,83.4,17.6,84.6,1.93,3.68,52.4,0,0.26,1.84,0.44,0.18,2.89,0.44,0.44,0.09,0,0.88,0,0,0,0,0.09,0.96,1.23,1.14,0,0,0.09,0,0,0,0,0,0,0,0,0,2.72,1.75,1.32,0.96,0.44,1.58,2.98,52.9,1.4,1.14,0.26,1.49,2.11,0,53.2,3.25,15.9,29.4,8.68,1.05,0.61,0.26,42.9,0.35,57.1,25.5,107.2,0.7,0.88,0,1.67,1.23,28.4,1.58,0.18,0,0,1.4,1.32,0,0,0,0,7.02,2.54,2.02,55.8,0
