"value","age","X90s","Goals","Shots","SoT","SoT.","G.Sh","G.SoT","ShoDist","ShoFK","ShoPK","PKatt","PasTotCmp.","PasTotDist","PasTotPrgDist","PasShoCmp","PasShoCmp.","PasMedCmp","PasMedCmp.","PasLonCmp","PasLonAtt","PasLonCmp.","Assists","PasAss","Pas3rd","PPA","CrsPA","PasProg","PasAtt","PasLive","PasDead","PasFK","TB","Sw","PasCrs","TI","CK","CkIn","CkOut","CkStr","PasOff","PasBlocks","SCA","ScaPassLive","ScaPassDead","ScaDrib","ScaSh","ScaFld","ScaDef","GCA","GcaPassLive","GcaPassDead","GcaDrib","GcaSh","GcaFld","GcaDef","Tkl","TklWon","TklDef3rd","TklMid3rd","TklAtt3rd","TklDri","TklDriAtt","TklDri.","TklDriPast","Blocks","BlkSh","BlkPass","Int","Tkl.Int","Clr","Err","Touches","TouDefPen","TouDef3rd","TouMid3rd","TouAtt3rd","TouAttPen","ToAtt","ToSuc","ToSuc.","ToTkl","ToTkl.","Carries","CarTotDist","CarPrgDist","CarProg","Car3rd","CPA","CarMis","CarDis","Rec","RecProg","CrdY","CrdR","X2CrdY","Fls","Fld","Off","Crs","PKwon","PKcon","OG","Recov","AerWon","AerLost","AerWon.","G.MP"
40,26,17.5,1,0.97,0.11,11.8,0.06,0.5,9.7,0,0,0,89.5,1007,306.7,17.3,94.4,28.2,93.2,5.94,8.46,70.3,0,0.29,1.03,0.06,0,1.2,57.9,55.8,2.11,0.69,0,0.29,0,0.11,0,0,0,0,0,0.29,0.86,0.74,0,0,0.06,0,0.06,0,0,0,0,0,0,0,0.97,0.69,0.74,0.17,0.06,0.57,0.74,76.9,0.17,1.77,1.09,0.69,1.6,2.57,4.23,0.11,69.8,11.2,40.8,26.5,2.74,1.6,0.29,0.06,20,0.23,80,38.4,157.2,78.3,0.29,0.29,0,0.63,0.23,45.4,0.11,0.23,0,0,1.09,0.4,0.06,0,0,0.06,0,5.94,2.29,1.66,58,0.0571428571428571
8,22,9.4,0,0.53,0.21,40,0,0,11.3,0,0,0,76.7,556.4,220,13.5,81.9,14.3,81.7,2.87,4.57,62.8,0,0,0.96,0.11,0,1.38,41.2,38.6,2.55,1.81,0,0.32,0.11,0.53,0,0,0,0,0,0.64,0.11,0,0,0,0.11,0,0,0,0,0,0,0,0,0,2.23,1.81,1.49,0.64,0.11,1.06,2.45,43.5,1.38,0.96,0.53,0.43,2.77,5,4.36,0.32,54.7,5.96,32.1,20,3.19,0.85,0.11,0,0,0.11,100,24.3,92.2,40.3,0.21,0.43,0,1.17,0.32,25.4,0.32,0.32,0,0,1.38,0.74,0,0.11,0,0,0,6.28,4.26,2.45,63.5,0
8,33,21.7,3,0.55,0.14,25,0.25,1,7.9,0,0,0,86.6,662.2,220.5,10.6,90.9,21.2,91.1,2.95,4.52,65.3,0,0.09,0.97,0.14,0,1.24,40.4,39.4,0.88,0.83,0.05,0.09,0,0.05,0,0,0,0,0.09,0.23,0.28,0.23,0.05,0,0,0,0,0,0,0,0,0,0,0,0.88,0.51,0.55,0.32,0,0.37,0.69,53.3,0.32,1.34,0.97,0.37,1.52,2.4,4.38,0,50.6,7.93,30.8,18.6,1.57,0.92,0.09,0.05,50,0,0,25.4,110.8,58,0.18,0.28,0,0.37,0.09,30,0.28,0.18,0,0,0.6,0.55,0,0,0,0,0,4.33,1.66,0.74,69.2,0.138248847926267
5,31,18,0,0.78,0.06,7.1,0,0,25.9,0.33,0,0.06,72,970.3,370.2,22.1,88.8,22.7,79.7,6.5,15.7,41.3,0.11,3.17,4.44,1.44,0.94,6.06,72.1,52.6,19.2,3.06,0,0.78,11.3,10,6.17,2.61,2.56,0,0.28,1.61,4.89,2.17,2.61,0.06,0.06,0,0,0.22,0.11,0.11,0,0,0,0,2.17,1.28,0.94,1.11,0.11,1.28,1.94,65.7,0.67,0.89,0.28,0.61,0.28,2.44,1.44,0.06,79.4,2.61,18.8,31.7,29.5,0.94,0.72,0.22,30.8,0.28,38.5,36.7,165.5,95,2.44,1.94,0.22,0.72,0.28,44.2,4.22,0,0,0,0.89,1.28,0.06,11.3,0,0,0,4.78,0.61,0.89,40.7,0
5,23,4.5,0,0.89,0.44,50,0,0,12,0,0,0,78.2,601.8,165.1,13.3,77.9,16.2,84.9,2.67,4.44,60,0,0.44,1.33,0.67,0,2.67,43.8,43.1,0.67,0.67,0,0,0,0,0,0,0,0,0,0.67,0.89,0.89,0,0,0,0,0,0,0,0,0,0,0,0,2,1.11,1.11,0.89,0,0.67,0.89,75,0.22,1.56,0.44,1.11,2,4,2.44,0.44,54.4,4.44,25.3,26.9,2.67,1.11,0.22,0.22,100,0,0,24.7,120.2,62,0.67,0.44,0,0.22,0.44,28.7,1.11,0,0,0,0.89,0.44,0,0,0,0,0,5.33,3.33,2,62.5,0
20,26,11.1,1,0.63,0.09,14.3,0.14,1,21.1,0,0,0,79.9,933.1,341.4,22.4,93.3,23.9,87.2,5.32,11.7,45.4,0.18,0.81,3.24,0.99,0.72,4.86,66,54.8,10.9,0.9,0,0.18,2.61,9.55,0.45,0,0.45,0,0.36,1.17,1.62,1.44,0.09,0,0,0.09,0,0.27,0.18,0,0,0,0.09,0,4.5,2.34,2.07,1.89,0.54,2.52,3.87,65.1,1.35,1.26,0.36,0.9,1.53,6.04,1.8,0,77.1,3.78,24.4,38.4,15.3,0.81,0.72,0.09,12.5,0.45,62.5,38.5,172.4,103.1,1.35,1.35,0.09,0.54,0.27,46,3.87,0.36,0,0,0.9,0.81,0.09,2.61,0.09,0.09,0,6.13,0.45,0.63,41.7,0.0900900900900901
4,19,6.9,0,0.43,0,0,0,0,11.8,0,0,0,72.4,617.4,284.1,12.3,82.5,17.5,79.6,2.75,6.81,40.4,0,0,2.9,0.43,0.14,3.62,45.7,39.1,6.09,0.43,0,0.14,0.29,5.65,0,0,0,0,0.43,0.43,1.01,0.72,0.14,0,0,0,0.14,0,0,0,0,0,0,0,2.03,1.16,0.87,1.16,0,0.87,1.74,50,0.87,1.88,0.58,1.3,1.01,3.04,3.04,0,56.2,5.22,25.2,25.4,6.23,0.58,0.43,0.14,33.3,0.29,66.7,25.2,121.4,57.2,0.87,1.01,0.14,0.43,0.14,26.5,1.16,0.43,0,0,1.01,0,0,0.29,0,0.14,0,5.94,2.17,2.61,45.5,0
8,30,7.2,0,0.83,0,0,0,0,12.5,0,0,0,83,967.9,317.2,16.4,90.8,28.2,89,4.58,8.19,55.9,0,0,2.36,0,0,3.75,59.6,57.9,1.53,1.39,0,0.56,0.14,0,0,0,0,0,0.14,0.28,0.83,0.69,0,0,0.14,0,0,0.14,0.14,0,0,0,0,0,1.81,1.39,1.11,0.69,0,0.56,1.11,50,0.56,0.83,0.28,0.56,2.08,3.89,3.33,0.28,70.3,8.19,39.3,29.2,2.08,0.83,0.42,0.28,66.7,0.14,33.3,42.1,217.5,100.1,0.28,0.14,0,0.83,0.14,43.3,0.14,0.14,0,0,0.83,0.28,0,0.14,0,0,0,7.92,2.5,0.97,72,0
20,24,13.2,0,0.3,0.08,25,0,0,19.8,0,0,0,83.6,856.2,241.4,21.8,91.7,21.8,84.5,4.55,6.82,66.7,0.08,0.76,2.95,0.91,0.15,5.68,58.3,50.5,7.73,0.98,0,0.08,1.67,6.74,0,0,0,0,0.08,0.91,2.27,2.05,0.08,0.08,0,0.08,0,0.15,0.15,0,0,0,0,0,1.36,0.61,0.61,0.53,0.23,0.76,1.29,58.8,0.53,0.83,0,0.83,0.83,2.2,0.98,0,64.9,1.74,16.2,30.6,18.4,0.76,0.98,0.45,46.2,0.45,46.2,40.2,217.2,112.7,1.97,2.2,0.23,1.29,0.53,43.4,4.39,0.38,0.08,0.08,1.67,1.21,0,1.67,0,0.08,0,6.67,0.76,0.38,66.7,0
5,29,8.9,0,0.11,0.11,100,0,0,27.1,0,0,0,81.8,764.6,342.6,29.6,92,17.1,83.5,3.15,6.97,45.2,0.11,0.56,4.27,0.67,0.22,4.27,62.9,53.7,9.1,1.12,0.22,0.22,0.9,7.98,0,0,0,0,0.11,0.67,1.8,1.46,0,0.22,0,0.11,0,0.11,0.11,0,0,0,0,0,2.36,1.12,1.24,0.67,0.45,1.12,1.69,66.7,0.56,1.12,0.56,0.56,1.01,3.37,2.02,0,73,4.04,27.6,34.7,11.2,0.45,0.9,0.22,25,0.56,62.5,38.4,185.2,98.2,2.36,1.57,0.22,1.46,0.67,43.5,2.81,0.22,0,0,0.9,0.67,0.11,0.9,0,0,0,7.19,1.35,1.35,50,0
4.5,24,10.1,0,0.3,0,0,0,0,26.4,0,0,0,81.3,852.7,310.1,17.3,88.8,19.6,84.6,6.34,9.9,64,0,0.1,4.16,0.4,0.1,5.05,54,46.2,7.62,1.68,0,1.09,1.49,5.84,0.1,0,0,0,0.1,0.3,0.79,0.69,0,0,0,0.1,0,0,0,0,0,0,0,0,1.39,0.79,1.09,0.3,0,0.79,1.19,66.7,0.4,2.48,0.5,1.98,0.99,2.38,2.87,0,64.3,4.85,28.1,29.3,7.13,0,0.69,0.4,57.1,0.1,14.3,32.5,152.5,82.5,1.09,0.69,0.1,0.69,0.3,36.8,1.88,0.3,0,0,0.89,0.4,0.1,1.49,0,0,0,4.75,1.49,1.39,51.7,0
10,23,18.8,2,0.74,0.11,14.3,0.14,1,22.5,0,0,0,75.7,611.3,298.8,20.1,89.8,14.2,75.4,2.82,5.74,49.1,0,0.8,2.98,1.38,0.48,4.47,50.2,39.7,10.2,1.22,0.05,0.21,1.76,8.94,0.05,0.05,0,0,0.27,1.38,1.97,1.44,0.11,0.05,0.11,0.21,0.05,0.21,0.21,0,0,0,0,0,2.07,1.12,1.22,0.59,0.27,1.06,1.76,60.6,0.69,1.44,0.59,0.85,1.17,3.24,2.93,0,64.2,5.05,23.4,27.1,15.1,0.69,3.24,1.54,47.5,1.28,39.3,33.1,207.8,119,2.93,2.18,0.27,1.76,1.22,33.6,1.97,0.27,0.05,0,0.96,2.29,0,1.76,0,0.05,0,7.29,0.64,0.37,63.2,0.106382978723404
8,27,22,3,0.55,0.14,25,0.25,1,9.7,0,0,0,73.4,629.6,230.5,7.41,85.8,16,82.9,5.14,10.1,50.7,0,0.09,2.45,0.14,0.05,2.68,39.5,36.1,3.14,2.05,0.05,0.73,0.36,0.82,0,0,0,0,0.23,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.73,0.77,0.14,0,0.23,0.32,71.4,0.09,1.14,0.77,0.36,1.18,2.09,5.18,0,50,7.14,27.3,20.7,2.27,0.86,0.14,0.05,33.3,0.05,33.3,23.8,125.1,68.8,0.36,0.09,0,0.27,0.05,25.8,0.36,0.18,0,0,0.91,0.36,0,0.36,0,0,0,5.27,2.36,2.05,53.6,0.136363636363636
45,25,16.3,3,1.9,0.55,29,0.1,0.33,20.7,0.31,0,0,72.2,769.9,267.5,16.9,85.7,15.6,78.9,6.13,12.6,48.8,0.06,2.27,2.52,1.47,1.04,3.5,55,45.2,9.69,1.9,0,1.23,8.96,4.79,2.7,0.61,1.72,0,0.12,0.74,4.05,2.45,1.35,0.06,0.06,0.06,0.06,0.25,0.18,0,0.06,0,0,0,1.29,0.98,0.31,0.67,0.31,0.43,0.67,63.6,0.25,0.8,0.25,0.55,0.8,2.09,1.17,0,63.6,2.15,14.2,24.5,25.3,2.76,0.8,0.12,15.4,0.55,69.2,34.1,155.3,82.6,1.96,1.23,0.18,0.92,0.49,41.2,7.79,0,0,0,0.61,1.23,0.18,8.96,0,0.06,0,5.09,0.18,0.55,25,0.184049079754601
12,25,6,0,1,0.17,16.7,0,0,15.4,0,0,0,82.8,1083.3,350.3,16.8,91.8,24.8,90.3,9.17,14.2,64.7,0,0.17,3.33,0,0,3.67,62,58.7,3,2.17,0,1.83,0.17,0.5,0,0,0,0,0.33,0.67,1.5,1.33,0,0,0.17,0,0,0,0,0,0,0,0,0,0.83,0.5,0.67,0,0.17,0.5,0.5,100,0,1.17,0.83,0.33,1.5,2.33,4.33,0.17,73.3,6.67,36.2,33.3,4.33,1.67,0,0,0,0,0,44.3,231.5,130,0.83,0.5,0,0.33,0.33,50.5,0.33,0.33,0,0,1,1.33,0,0.17,0,0,0,6.5,2.33,2,53.8,0
40,25,17.5,1,0.34,0.17,50,0.17,0.33,15.5,0,0,0,87.7,1083.3,333.4,16.4,92.9,26.7,92.7,8.57,11.3,75.8,0,0.17,2.8,0.17,0,3.66,59.3,53.8,5.2,1.77,0,0.69,0.17,0.57,0,0,0,0,0.29,0.69,0.8,0.63,0.06,0,0,0.06,0.06,0.06,0.06,0,0,0,0,0,2.57,1.26,1.66,0.91,0,0.51,0.74,69.2,0.23,1.31,0.69,0.63,0.97,3.54,2.57,0,68.7,8.29,34.3,32.7,2.11,0.46,0.23,0.06,25,0.06,25,37.4,205.7,117.3,0.97,0.34,0,0.4,0.11,42,0.4,0.11,0,0,0.86,0.97,0,0.17,0,0,0,6,2.06,1.2,63.2,0.0571428571428571
8,22,11.5,0,0.43,0.26,60,0,0,15.1,0.09,0,0,86.7,879.6,326.4,14.3,92.7,23.1,91.4,5.74,8.09,71,0.09,0.17,2.87,0,0,3.22,50.5,48.3,2.09,1.57,0,0.7,0,0.52,0,0,0,0,0.17,0.61,0.87,0.7,0.09,0,0.09,0,0,0,0,0,0,0,0,0,2.26,1.13,1.74,0.52,0,0.78,1.04,75,0.26,1.3,0.61,0.7,1.04,3.3,4.35,0,61.1,9.91,35,25,1.57,0.52,0.26,0.09,33.3,0.17,66.7,32.5,182.3,97.5,0.78,0.26,0,0.35,0.09,37.6,0.35,0.35,0,0,1.39,0.09,0,0,0,0,0,5.48,2,1.13,63.9,0
4,35,12.3,0,0.49,0,0,0,0,17.8,0,0,0,87.7,975.9,312,18.9,92.1,25.8,90.1,6.02,8.13,74,0.08,0.49,3.09,0.24,0,3.58,58.9,55.7,3.17,2.11,0,0.73,0.24,0.57,0,0,0,0,0.08,0.16,0.98,0.81,0.08,0,0.08,0,0,0,0,0,0,0,0,0,1.3,0.57,1.14,0.16,0,0.81,0.98,83.3,0.16,0.57,0.33,0.24,0.98,2.28,3.33,0,67.2,8.21,30.4,34.4,2.85,0.49,0.16,0,0,0.08,50,36.7,184.3,96.6,1.06,0.89,0.08,0.57,0.24,44.2,0.24,0.24,0,0,0.73,0.73,0.08,0.24,0,0,0,4.96,2.76,1.63,63,0
3,28,4.7,0,0.85,0.21,25,0,0,18.2,0,0,0,68.9,392.3,164,4.89,76.7,9.15,79.6,3.19,6.38,50,0,0.21,1.49,0.21,0,1.7,25.3,24.7,0.64,0.43,0,0.21,0,0.21,0,0,0,0,0,0,0.85,0.64,0,0,0.21,0,0,0,0,0,0,0,0,0,2.55,1.49,1.49,1.06,0,1.06,1.28,83.3,0.21,2.13,1.7,0.43,2.13,4.68,5.32,0,40.4,8.3,20.6,18.3,1.7,0.64,0.21,0.21,100,0,0,14.5,62.6,24.7,0,0.43,0,0.43,0,13.8,0,0.64,0.21,0,1.91,0.64,0,0,0,0,0,5.11,2.77,2.13,56.5,0
18,27,20.2,0,0.64,0.1,15.4,0,0,13.3,0,0,0,81.7,816.6,296.3,15.7,90.6,20.7,89.5,5.45,10,54.5,0.05,0.5,3.12,0.45,0.15,2.43,51.9,49.2,2.43,2.13,0.05,0.69,0.74,0.2,0,0,0,0,0.3,0.4,1.19,0.94,0.05,0,0.15,0.05,0,0.1,0.05,0,0,0,0.05,0,1.49,0.69,1.14,0.3,0.05,0.64,0.89,72.2,0.25,0.99,0.4,0.59,1.68,3.17,2.13,0,59.6,6.83,29.9,27.1,3.12,0.79,0.4,0.15,37.5,0.15,37.5,36.2,166.8,103.4,0.45,0.4,0,0.4,0.25,42.8,0.54,0.2,0,0,1.19,0.84,0.05,0.74,0,0,0,3.51,1.93,1.04,65,0
40,19,13.7,2,0.73,0.29,40,0.2,0.5,12,0,0,0,79.5,744.2,328.4,23.1,88.3,16.9,86.5,3.94,8.18,48.2,0,0.22,5.11,0.66,0.15,6.2,56.5,55,1.31,1.09,0.07,1.17,0.44,0.22,0,0,0,0,0.15,0.73,1.31,1.17,0,0.15,0,0,0,0.22,0.22,0,0,0,0,0,2.48,1.39,1.31,0.73,0.44,1.46,2.19,66.7,0.73,1.46,0.51,0.95,1.9,4.38,2.19,0.07,67,4.67,24.7,33.4,9.64,0.95,1.09,0.51,46.7,0.44,40,36,142.9,79.8,0.88,0.8,0.22,0.51,0.29,43,1.02,0.36,0,0,2.55,0.29,0.22,0.44,0,0,0,7.15,1.53,1.02,60,0.145985401459854
25,30,20.9,1,0.77,0.19,25,0.06,0.25,12.5,0,0,0,86,1028,384.1,32.3,93.1,24.8,87.9,4.64,6.84,67.8,0.14,1.39,4.93,1.77,0.38,7.42,73.3,62.2,11,2.15,0.05,0.62,2.58,8.71,0.05,0,0,0,0.19,1.1,3.44,3.01,0.19,0,0.1,0.1,0.05,0.57,0.57,0,0,0,0,0,1.72,0.86,0.91,0.62,0.19,0.67,1.24,53.8,0.57,0.91,0.19,0.72,0.77,2.49,1.67,0,80.5,2.82,20.7,39.9,20.7,2.68,1.05,0.29,27.3,0.62,59.1,50,214,118.4,1.87,1.63,0.1,0.57,0.62,56.7,5.22,0.1,0,0,0.77,0.96,0.19,2.58,0,0,0,4.88,1.15,1,53.3,0.0478468899521531
9,24,15.8,0,0.06,0,0,0,0,12.2,0,0,0,74.4,618.1,250.8,8.16,75.9,16.3,82.2,4.68,7.22,64.9,0,0.13,1.96,0.13,0.06,2.47,39.8,37.2,2.41,1.01,0,0.19,0.06,1.39,0,0,0,0,0.19,0.89,0.82,0.63,0.06,0,0,0,0.13,0,0,0,0,0,0,0,2.72,1.27,2.03,0.7,0,1.46,2.22,65.7,0.76,1.01,0.38,0.63,1.2,3.92,2.78,0,50.6,4.75,26.9,21.7,2.72,0.63,0.95,0.38,40,0.38,40,21.6,100.8,50.6,0.76,0.51,0,1.01,0.44,21.6,0.13,0.44,0,0,2.22,0.44,0,0.06,0,0,0,8.04,3.04,1.58,65.8,0
10,24,15.4,2,0.65,0.19,30,0.2,0.67,9.1,0,0,0,84,737.9,266.6,8.44,86.7,21.4,92.4,4.55,7.21,63.1,0,0.13,1.36,0,0,2.01,41.4,40.3,0.97,0.91,0.06,0.06,0,0,0,0,0,0,0.19,0.26,0.45,0.39,0,0,0.06,0,0,0.06,0.06,0,0,0,0,0,1.04,0.65,0.84,0.19,0,0.45,0.65,70,0.19,1.49,0.78,0.71,0.97,2.01,6.3,0,53.6,9.22,31,21.1,1.56,1.1,0.13,0.06,50,0.06,50,27.5,131.4,61,0.13,0.26,0.06,0.26,0.13,28.6,0.19,0.26,0,0,0.65,0.13,0,0,0,0,0,4.68,2.92,1.88,60.8,0.12987012987013
4.5,29,18.7,0,0.21,0,0,0,0,19.7,0,0,0,84.1,745,272,22.5,90,17.9,88.1,3.8,5.67,67,0.05,1.02,4.01,0.96,0.27,5.03,53.6,43.2,10.5,1.07,0.11,0.32,0.7,9.41,0,0,0,0,0,1.18,1.82,1.76,0.05,0,0,0,0,0.11,0.11,0,0,0,0,0,1.28,0.91,0.7,0.53,0.05,0.64,0.86,75,0.21,1.02,0.37,0.64,0.7,1.98,1.66,0.05,60.4,2.25,21.5,28.9,10.4,0.86,0.53,0.21,40,0.32,60,31.3,158.5,89.8,1.66,1.12,0.11,0.91,0.32,36.3,3.48,0.11,0,0,0.27,0.43,0,0.7,0,0.05,0,4.81,0.21,0.43,33.3,0
12,25,17.2,0,0.35,0.12,33.3,0,0,11.7,0,0,0,86.1,875.8,301.6,19,94.8,21,91,5.87,8.66,67.8,0.06,0.23,2.97,0.29,0.06,2.56,54.1,51.2,2.85,2.21,0.06,0.7,0.06,0,0,0,0,0,0.06,0.52,0.7,0.58,0,0,0.06,0,0.06,0.12,0.12,0,0,0,0,0,2.03,1.4,1.34,0.64,0.06,0.99,1.57,63,0.58,1.22,0.81,0.41,1.34,3.37,3.72,0,64.7,8.66,35.1,28.5,1.51,0.58,0.12,0.12,100,0,0,35.3,186.9,105.6,0.87,0.41,0.12,0.47,0.29,39.5,0.17,0.29,0,0,0.87,0.52,0,0.06,0,0.12,0,6.45,1.57,0.87,64.3,0
4,25,7,0,0.71,0,0,0,0,13.9,0,0,0,73.4,493.4,173.3,12.7,80.9,14.6,84.3,1.43,5,28.6,0,0.14,1.86,0,0,2.29,39.7,34.7,4.86,2.29,0,0.14,0.29,2.43,0,0,0,0,0.14,0.57,0.86,0.71,0,0,0,0.14,0,0,0,0,0,0,0,0,1.57,1,1.43,0.14,0,0.71,1.57,45.5,0.86,2,1.43,0.57,2.43,4,4.57,0.14,52.6,8.29,28.1,20.6,4.43,1.29,0.71,0.43,60,0.29,40,22.7,97.9,55.7,0.86,0.57,0,0.71,0.43,24.6,0.43,0.57,0,0,1.71,1.29,0,0.29,0,0,0,5.71,1.71,2.71,38.7,0
6,23,13.5,0,0.3,0,0,0,0,12.9,0,0,0,70.9,383.3,206.8,15.4,84.6,8,70.6,1.56,3.56,43.8,0.07,1.26,2.15,0.74,0.3,2.59,37.5,29.8,7.63,0.52,0,0.07,1.04,7.11,0,0,0,0,0.07,1.93,2.22,1.48,0,0.44,0.15,0.15,0,0.07,0.07,0,0,0,0,0,2.44,1.48,1.41,0.96,0.07,1.48,2.37,62.5,0.89,1.78,0.52,1.26,0.96,3.41,1.93,0,51,3.04,18.5,19.1,14.1,2.22,2.22,0.96,43.3,1.11,50,24.1,151.6,77.6,2.59,1.85,0.74,2.15,1.11,26.1,2.89,0.07,0,0,1.04,0.81,0,1.04,0,0.07,0,4.67,0.44,0.74,37.5,0
8,21,10.4,2,1.44,0.58,40,0.13,0.33,15,0,0,0,65.9,387.2,192.4,11.5,81.1,7.98,67.5,2.5,5.29,47.3,0.29,1.06,2.12,1.06,0.67,1.63,34.1,26.6,7.21,0,0,0,3.94,7.12,0.1,0.1,0,0,0.29,1.54,2.6,1.83,0.19,0.29,0.1,0.19,0,0.58,0.38,0,0.1,0,0.1,0,1.44,0.38,0.29,0.48,0.67,0.38,0.77,50,0.38,1.06,0.29,0.77,0.87,2.31,0.58,0,45.1,1.15,11.2,15.6,19.4,2.21,3.37,1.15,34.3,1.54,45.7,21.1,172.7,81.5,3.46,1.92,0.38,2.12,1.15,23.5,5.1,0,0,0,0.77,0.58,0.19,3.94,0,0,0,6.73,1.06,1.06,50,0.192307692307692
3.5,32,6.7,1,0.6,0.15,25,0.25,1,13.4,0,0,0,90,1104.2,352.1,21.9,95.5,32.8,92.8,4.63,6.42,72.1,0,0.15,3.13,0.15,0,4.18,67,64.2,2.69,2.09,0,0,0,0.45,0,0,0,0,0.15,0,1.19,0.75,0,0,0.3,0,0.15,0.15,0.15,0,0,0,0,0,1.34,0.75,0.75,0.45,0.15,0.75,1.04,71.4,0.3,2.09,1.04,1.04,0.9,2.24,3.28,0,76.6,6.42,31.2,44.5,1.34,0.9,0,0,0,0,0,47.9,245.1,132.7,0.45,0.15,0,0.45,0,52.1,0.15,0.3,0,0,0.75,0.15,0,0,0,0,0,5.37,2.84,0.6,82.6,0.149253731343284
3.5,27,3.5,0,1.43,0.57,40,0,0,25.6,0.57,0,0,83.7,643.4,258.9,26.6,91.2,14.6,86.4,1.71,4.86,35.3,0,0.29,1.71,1.14,0,4.29,54.3,45.1,9.14,0.86,0,0.29,4,6.86,1.43,0.86,0.29,0,0,0.29,2.29,2.29,0,0,0,0,0,0,0,0,0,0,0,0,2,0.57,1.14,0.57,0.29,1.14,1.43,80,0.29,1.14,0.57,0.57,0.57,2.57,2.57,0.29,65.4,4,14.6,29.4,21.4,1.43,2,0,0,2,100,37.1,184.9,108.6,3.43,3.14,0.57,0.57,0.86,42,4.29,0.57,0,0,1.71,2,0,4,0,0,0,3.71,0.57,1.43,28.6,0
4,21,8.9,0,0,0,0,0,0,0,0,0,0,87.5,756,264.8,14.6,92.9,22.4,93,3.03,5.51,55.1,0,0.22,1.57,0.11,0,2.13,45.7,43.7,2.02,1.12,0,0,0,0.11,0,0,0,0,0,0.22,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0.67,1.01,0.34,0,0.45,0.67,66.7,0.22,1.12,1.12,0,0.67,2.02,4.72,0,55.5,9.89,35.7,19.7,0.34,0,0.22,0.11,50,0.11,50,32.5,168,77.4,0.11,0.11,0,0.56,0.22,35.3,0,0.34,0,0,1.12,0.22,0,0,0,0,0,4.16,1.57,0.79,66.7,0
10,30,9,0,0.44,0.22,50,0,0,17,0,0,0,77,672.8,226.1,17.2,88.6,17.1,79.8,3.22,6.33,50.9,0.11,0.89,1.56,1.44,0.44,3.11,49.7,39,10.7,0.78,0.22,0.89,2.44,9.89,0,0,0,0,0,1.11,2.56,1.78,0.22,0.22,0,0.33,0,0.22,0.11,0,0.11,0,0,0,0.56,0.33,0.33,0.11,0.11,0.33,0.56,60,0.22,1.11,0.33,0.78,0.44,1,1.44,0,59.6,2.33,16.2,26.7,17.3,2.44,3.22,1.22,37.9,1.67,51.7,33.6,259.3,162.8,5,2.44,1.22,1.67,0.56,35.6,5,0,0,0,0.78,0.78,0,2.44,0,0,0,5.22,0.56,0.67,45.5,0
8,21,6.6,0,0.3,0,0,0,0,9.3,0,0,0,78,587.3,178.6,11.8,87.6,15.9,84.7,3.18,5.76,55.3,0,0,2.12,0.15,0,1.82,40,37.3,2.42,1.67,0,0.15,0.15,0.76,0,0,0,0,0.3,1.06,0.45,0.45,0,0,0,0,0,0.15,0.15,0,0,0,0,0,2.42,1.82,1.52,0.91,0,1.52,1.67,90.9,0.15,2.12,1.67,0.45,1.82,4.24,4.55,0,52.4,7.27,30.3,19.7,2.42,0.3,0.3,0,0,0.3,100,21.7,100.3,58.2,1.06,0.45,0,0.3,0,30.6,0.15,0.15,0,0,1.67,0.3,0,0.15,0,0,0,2.27,1.52,1.82,45.5,0
4.5,24,6.2,0,2.26,0.32,14.3,0,0,27.7,0.48,0,0,67.7,845.8,328.2,22.6,85.4,17.1,77.4,6.13,14.5,42.2,0,1.29,2.58,0.65,0.32,3.55,69.5,50.8,18.2,2.1,0.16,1.13,8.71,13.1,3.06,2.1,0.32,0,0.48,3.71,2.26,0.97,0.81,0.16,0,0.32,0,0,0,0,0,0,0,0,2.1,1.29,1.61,0.48,0,1.29,1.29,100,0,1.29,0.32,0.97,1.13,3.23,1.77,0.16,82.9,1.77,20.5,36.1,27.4,1.61,4.19,1.77,42.3,1.94,46.2,38.7,191.6,108.7,3.06,2.74,0.32,1.13,0.81,43.1,4.52,0.16,0,0,1.29,1.29,0,8.71,0,0,0,8.55,0.81,0.48,62.5,0
4,24,1.9,0,0,0,0,0,0,0,0,0,0,79.4,837.4,240,8.95,89.5,26.3,90.9,5.26,10,52.6,0,0.53,2.11,0,0,2.11,51.1,50.5,0.53,0.53,0,0.53,0,0,0,0,0,0,0,1.05,0.53,0.53,0,0,0,0,0,0,0,0,0,0,0,0,2.11,1.05,1.05,1.05,0,1.58,2.63,60,1.05,0,0,0,2.63,4.74,3.68,0.53,61.6,6.32,31.6,28.9,1.05,0.53,1.05,0.53,50,0.53,50,37.4,204.2,100,0.53,0,0,1.05,0,41.6,0,0,0,0,1.05,1.05,0.53,0,0,0,0,4.21,2.11,5.26,28.6,0
